clause_id,clause_type,contract_name,text,char_len
cap_060_434d3f,Cap On Liability,"ADIANUTRITION,INC_04_01_2005-EX-10.D2-RESELLER AGREEMENT.PDF","EXCEPT FOR PIVX'S OBLIGATIONS UNDER SECTION 4.2, IN NO EVENT SHALL PIVX'S OR ITS LICENSORS' LIABILITY TO DETTO OR ANY THIRD PARTY ARISING OUT OF THIS AGREEMENT EXCEED THE TOTAL AMOUNT ACTUALLY RECEIVED BY PIVX HEREUNDER DURING THE PREVIOUS SIX (6) MONTHS.",255
cap_061_0d2b22,Cap On Liability,BLUEFLYINC_03_27_2002-EX-10.27-e-business Hosting Agreement.PDF,It is the cumulative maximum for which Customer and its Affiliates are collectively responsible.,96
cap_062_7f95dd,Cap On Liability,GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1.pdf,THE PROVISIONS OF THIS PARAGRAPH 14 SET FORTH EACH PARTY'S SOLE AND EXCLUSIVE OBLIGATIONS AND REMEDIES WITH RESPECT TO THIRD PARTY CLAIMS OF INFRINGEMENT OR MISAPPROPRIATION OF INTELLECTUAL PROPERTY RIGHTS OF ANY KIND UNLESS OTHERWISE STIPULATED BY JUDICIAL ORDER.,264
cap_063_f98936,Cap On Liability,BIOFRONTERAAG_04_29_2019-EX-4.17-SUPPLY AGREEMENT.PDF,"Neither party shall be liable to the other party for any direct, indirect, consequential, incidental, special, punitive or exemplary damages arising out of or relating to the suspension or termination of any of its obligations or duties under this Agreement by reason of the occurrence of Force Majeure.",303
cap_064_cc5734,Cap On Liability,WORLDWIDESTRATEGIESINC_11_02_2005-EX-10-RESELLER AGREEMENT.PDF,"IN NO EVENT SHALL TOUCHSTAR BE LIABLE TO           RESELLER, ANY OTHER RESELLER OR ANY CUSTOMER BY REASON OF ANY           REPRESENTATION OR IMPLIED WARRANTY, CONDITION, OTHER TERM, OR ANY DUTY           AT COMMON LAW, OR UNDER THE TERMS OF THIS AGREEMENT, FOR ANY DIRECT,           INDIRECT, SPECIAL, CONSEQUENTIAL OR PUNITIVE LOSS OR DAMAGE (WHETHER           FOR LOSS OF PROFIT OR OTHERWISE) ARISING OUT OF OR IN CONNECTION WITH           ANY ACT OR OMISSION OF TOUCHSTAR RELATING TO THE DEVELOPMENT,           MANUFACTURE, OR SUPPLY OF THE TOUCHSTAR SOFTWARE, THE SERVICES, OR THE           INSTALLATION OF ANY CALL CENTER SYSTEM, THEIR RESALE BY RESELLER, OR           THEIR USE BY ANY CUSTOMER OR OTHER END USER.",718
cap_065_91ffbb,Cap On Liability,MTITECHNOLOGYCORP_11_16_2004-EX-10.102-Reseller Agreement Premier Addendum.PDF,"EXCEPT FOR A BREACH OF SECTION 8 (CONFIDENTIALITY), IN NO EVENT WILL EITHER PARTY BE LIABLE FOR ANY INDIRECT, PUNITIVE, SPECIAL, INCIDENTAL, EXEMPLARY OR CONSEQUENTIAL DAMAGES, NOR FOR ANY DAMAGES RELATING TO LOST DATA, LOST PROFITS, ADVERTISING OR PROMOTIONAL COSTS, TERMINATION OF EMPLOYEES, SALARIES OF EMPLOYEES OR SEVERANCE PAYMENTS, CREATION OF CUSTOMER BASE, OR FUTURE EXPECTATIONS OR OTHER ECONOMIC ADVANTAGE, HOWSOEVER ARISING AND REGARDLESS OF THE FORM OF ACTION, WHETHER IN CONTRACT, WARRANTY OR TORT (INCLUDING NEGLIGENCE) OR UNDER ANY OTHER THEORY OF LIABILITY IN LAW OR IN EQUITY, EVEN IF SUCH PARTY HAS BEEN PREVIOUSLY ADVISED OF THE POSSIBILITY OF SUCH DAMAGES.",677
cap_066_65404d,Cap On Liability,AtnInternationalInc_20191108_10-Q_EX-10.1_11878541_EX-10.1_Maintenance Agreement.pdf,"Insofar as Vendor's obligations under Subsection (b)(i) result from, arise out of, or relate to a Covered Claim that is a Combination Claim, Vendor shall be liable to pay only its Proportionate Share of the Covered Loss associated with such Combination Claim.",259
cap_067_828abb,Cap On Liability,PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1.pdf,"Any and all claims and actions arising out of or relating to this Agreement, the relationship between you and us, or your operation of the Restaurant, brought by any party hereto against the other, must be commenced within one (1) year from the occurrence of the facts giving rise to such claim or action, or, it is expressly acknowledged and agreed by all parties, such claim or action will be irrevocably barred.",414
cap_068_bd5cdd,Cap On Liability,SMITHELECTRICVEHICLESCORP_04_04_2012-EX-10.26-FLEET MAINTENANCE AGREEMENT.PDF,"Subject to Clause 11.6. SEV will indemnify and keep DCL indemnified in full against all Liabilities arising directly or indirectly  in connection with:     11.5.1 any Employment Costs arising in relation to the Contracted Period in relation to the Employees;<omitted>11.5.2 the employment or termination of employment by SEV of any of the Employees (whether or not terminated by notice  and, if so terminated, whenever that notice expires); and     11.5.3 any act, omission or default of SEV in respect of the employment by SEV of the Employees.",545
cap_069_339be2,Cap On Liability,"PAXMEDICA,INC_07_02_2020-EX-10.12-Master Service Agreement.PDF","Notwithstanding any other provision of this Agreement, each party's total liability in respect of damages under this Agreement, any regulation or common law shall be limited to the sum of all amounts received from Client in terms of this Agreement; provided, however, that this limitation shall not apply with respect to any claims arising out of or relating to clause 6 (Inventions and Proprietary Information), indemnification obligations or damages arising from a party's gross negligence or willful misconduct.",514
asn_000_ccab11,Anti-Assignment,WestPharmaceuticalServicesInc_20200116_8-K_EX-10.1_11947529_EX-10.1_Supply Agreement.pdf,"This Agreement shall not be assigned, in whole or in part, by either party without the prior consent of the other party, but shall be binding upon and shall inure to the benefit of the legal successors of the respective parties hereto; except that Seller may assign this Agreement, in whole or in part, to any affiliate.",320
asn_001_33fdc2,Anti-Assignment,SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.PDF,The rights and obligations under this maintenance and support contract may       not be assigned in whole or in part by either party without the prior       written consent by the other party.,192
asn_002_b54f30,Anti-Assignment,"Zounds Hearing, Inc. - MANUFACTURING DESIGN MARKETING AGREEMENT.PDF",In the event of a Change of Control (as defined below) this Agreement shall immediately terminate.,98
asn_003_df894e,Anti-Assignment,VertexEnergyInc_20200113_8-K_EX-10.1_11943624_EX-10.1_Marketing Agreement.pdf,"Neither Party shall assign or transfer any rights or obligations hereunder without the express prior written consent of the other Party, which may not be unreasonably withheld.",176
asn_004_dafafa,Anti-Assignment,PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement.pdf,"Notwithstanding any of the foregoing, without the consent of PB, which consent may be withheld in PB's sole discretion, SFJ shall not sell, assign, sublicense or otherwise transfer this Agreement to an entity whose primary business is the development or commercialization of pharmaceutical or biotechnology products prior to the date of Program Transfer.",354
asn_005_c90676,Anti-Assignment,MERCATAINC_03_09_2000-EX-10.21-SPONSORSHIP AGREEMENT.PDF,"Neither this Agreement nor any of the rights or     -------------------     obligations of either FNW or Sponsor hereunder may be assigned, transferred     or conveyed by operation of law or otherwise by either party, nor shall such     agreements or rights inure to the benefit of any trustee in bankruptcy,     receiver, creditor, or trustee of either party's business or its properties     whether by operation of law or otherwise, except with the prior written





    consent of the other party, which consent shall not be unreasonably     withheld, and the delivery of a written document in which the assignee     assumes all of the obligations of the assigning party and the assigning     party acknowledges that it will continue to be bound to such obligations if     not performed by the assignee.",807
asn_006_2d3da4,Anti-Assignment,DeltathreeInc_19991102_S-1A_EX-10.19_6227850_EX-10.19_Co-Branding Agreement_ Service Agreement.pdf,This Agreement may not be assigned by DeltaThree without the prior written consent of PrimeCall.,96
asn_007_2d52c1,Anti-Assignment,"Sonos, Inc. - Manufacturing Agreement .PDF","No party may assign its rights or delegate its obligations hereunder, either in whole or in part, without the prior written consent of the other party, other than an assignment by Sonos or IAC of its rights and obligations hereunder to a wholly-owned subsidiary.",262
asn_008_b8ce23,Anti-Assignment,XpresspaGroupInc_20190401_10-K_EX-10.28_11599457_EX-10.28_Marketing Agreement.pdf,"Neither Party shall assign or transfer this Agreement or its rights hereunder without first obtaining the consent of the other, in writing, which consent shall not unreasonably be withheld or delayed.",200
asn_009_0b4d0c,Anti-Assignment,ACCELERATEDTECHNOLOGIESHOLDINGCORP_04_24_2003-EX-10.13-JOINT VENTURE AGREEMENT.PDF,"No Joint      Venturer shall be authorized or empowered to mortgage, hypothecate, pledge,      sell, or transfer, an interest in the Joint Venture, nor confer on any      successor or assignee the right to become a Joint Venturer without the      consent of the other Joint Venturer.",283
asn_010_8d9caa,Anti-Assignment,GpaqAcquisitionHoldingsInc_20200123_S-4A_EX-10.6_11951677_EX-10.6_License Agreement.pdf,"The Village Media Company shall not, directly or indirectly, assign, sublicense or otherwise transfer any of its rights or obligations hereunder without the prior written consent of PFHOF.",188
asn_011_0062ea,Anti-Assignment,PalmerSquareCapitalBdcInc_20200116_10-12GA_EX-10.6_11949289_EX-10.6_Trademark License Agreement.pdf,"Licensee shall not sublicense, assign, pledge, grant or otherwise encumber or transfer to any third party all or any part of its rights or duties under this Agreement, in whole or in part, without the prior written consent of the Licensor, which consent Licensor may grant or withhold in its sole and absolute discretion",320
asn_012_968ed2,Anti-Assignment,WestPharmaceuticalServicesInc_20200116_8-K_EX-10.1_11947529_EX-10.1_Supply Agreement.pdf,Neither party may assign this Agreement without the written consent of the other party save in the case where such assignment is to an EM Affiliate and prior written notice has been given to the Buyer.,201
asn_013_8e6971,Anti-Assignment,"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT.pdf","This Agreement may not be assigned by either party without prior written permission from the other party, which permission shall not be unreasonably withheld or delayed. Any attempt by either party to assign any right, or delegate any duty or obligation which arises under the Agreement without such permission will be voidable.",328
asn_014_41d0df,Anti-Assignment,SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement1.pdf,"In the case of transfer by devise or inheritance, however, if the heirs or beneficiaries of any such person are unable to meet the conditions of this Section 12, the executor, administrator, or personal representative of the decedent shall transfer the decedent's interest to another party approved by us within twelve (12) months, which disposition shall be subject to all the terms and conditions for transfers contained in this Agreement.",441
asn_015_1e6f07,Anti-Assignment,MRSFIELDSORIGINALCOOKIESINC_01_29_1998-EX-10-FRANCHISE AGREEMENT.PDF,"Accordingly, Franchisee agrees no Transfer shall be made without Pretzel Time's prior written approval.",103
asn_016_f3b332,Anti-Assignment,FuseMedicalInc_20190321_10-K_EX-10.43_11575454_EX-10.43_Distributor Agreement.pdf,"The Distributor shall not sub-license, transfer or otherwise deal with the rights of use of the Trade Marks granted under this agreement.",137
asn_017_4c7430,Anti-Assignment,GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1.pdf,"Licensee may not assign any of its rights and obligations under this Agreement without the prior written consent of Fox; provided that Licensee may assign all of its rights and obligations hereunder to its successor in the event of a sale of all or substantially all of its assets or voting securities, or of the business unit associated with this Agreement",357
asn_018_200bd3,Anti-Assignment,RevolutionMedicinesInc_20200117_S-1_EX-10.1_11948417_EX-10.1_Development Agreement.pdf,"Sanofi shall have the right to grant sublicenses (through multiple tiers) under the rights granted to it under Section 3.1 to one or more Third Parties (i) outside of the United States, and (ii) in the United States; provided that for purposes of subsection (ii), Sanofi shall not sublicense substantially all of the rights granted to it under Section 3.1 in the United States to Third Parties without RevMed's prior written consent, such consent not to be unreasonably withheld, delayed or conditioned.",503
asn_019_4fb38d,Anti-Assignment,DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement.pdf,Any attempted assignment not in accordance with this Section 13.2 shall be void.,80
asn_020_b34180,Anti-Assignment,EuromediaHoldingsCorp_20070215_10SB12G_EX-10.B(01)_525118_EX-10.B(01)_Content License Agreement.pdf,"Notwithstanding the foregoing, Rogers may, without consent, assign its rights and obligations under this Agreement in whole or in part to: (i) a person that directly or indirectly controls, is controlled by or is under common control with Rogers; or (ii) a purchaser of all or substantially all of the assets used in connection with the ROD Service. A change of control of Rogers shall not be considered an assignment of this Agreement.",436
asn_021_1d5370,Anti-Assignment,PHLVARIABLEINSURANCECOCT_08_17_2009-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.PDF,"No Party shall assign this Agreement or any  rights or obligations hereunder or, except as expressly set forth in the Agreement with respect to the PHL Services  and Investors Capital Services, delegate any of their respective duties and obligations hereunder, without the prior  written consent of the other Parties, which, in view of the unique and specialized nature of each Party's obligations  hereunder, may be declined by any Investors Capital Party on the one hand or any PHL Party, on the other hand, as  the case may be, for any reason. Any attempted assignment or delegation in violation of this Section shall be void.",629
asn_022_3f875a,Anti-Assignment,STARTECGLOBALCOMMUNICATIONSCORP_11_16_1998-EX-10.30-CONSTRUCTION AND MAINTENANCE AGREEMENT.PDF,"The Managing Group          may  decide  that the  assigning  Party  will not  remain  jointly  and          severally  liable  with  the  assignee  for  the  performance  of  this          Agreement for the duration of the Agreement provided that the assigning          Party will give  notice to the other  Parties in a timely  manner,  and          provided  that  the  assignee  agrees  in  writing  to be  bound by the          provisions of this Agreement.",462
asn_023_414921,Anti-Assignment,WOMENSGOLFUNLIMITEDINC_03_29_2000-EX-10.13-ENDORSEMENT AGREEMENT.PDF,"Any attempt to assign, transfer or alienate the Options without the prior written consent of the Company shall be void.",119
asn_024_678d7c,Anti-Assignment,SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement1.pdf,"If any purported assignment or transfer of any direct or indirect interest in this Agreement, in you, or in all or substantially all of the assets of the Franchised Business is made to any third party without our prior written consent, contrary to the terms of Section 12 of this Agreement.",290
asn_025_d325b7,Anti-Assignment,INTRICONCORP_03_10_2009-EX-10.22-Strategic Alliance Agreement.PDF,IntriCon may not assign or transfer any of its rights or obligations under this Agreement without the prior written consent of  Dynamic Hearing.,144
asn_026_123854,Anti-Assignment,UpjohnInc_20200121_10-12G_EX-2.6_11948692_EX-2.6_Manufacturing Agreement_ Supply Agreement.pdf,"In the event that Manufacturer or any of its Affiliates, directly or indirectly, sells, assigns, leases, conveys, transfers or otherwise disposes of any Facility (a ""Facility Disposition""), then Manufacturer shall immediately notify Customer of such event and Customer shall be entitled for a period of six (6) months after the receipt of such notice to terminate any Facility Addendum with respect to such Facility for cause immediately upon written notice to Manufacturer and, in the event Customer decides not to terminate the Facility Addendum for cause, Customer shall be entitled for a period of two (2) years (or such longer period in order to obtain approval for manufacture from all applicable Governmental Authorities) after<omitted>receipt of such notice to receive Technical Support at Manufacturer's sole cost to enable Customer to orderly transfer production of affected Product or Products to a Customer facility or an alternative facility as designated by Customer; provided that Manufacturer shall notify Customer of any proposed or planned Facility Disposition by Manufacturer or any of its Affiliates as soon as reasonably practicable and in any event no later than the date that is three (3) months prior to the effective date of such Facility Disposition.",1276
